framework,branch,commit_id,model_name,platform,soc,product,power_mode,backend,cpu_thread_num,avg,max,min,battery_level,system_version,repeats,warmup,imei
mnn,(HEAD detached at 1.0.0),0df31a8,tf_mobilenetv2,android-armv7,kona,V1981A,big_cores,ARM,4,6.929,6.936,6.923,100,10,2,2,A00000D3EB320E
mnn,(HEAD detached at 1.0.0),0df31a8,tf_mobilenetv2,android-armv7,kona,V1981A,big_cores,GPU_OPENCL,1,10.298,10.515,10.080,100,10,2,2,A00000D3EB320E
mnn,(HEAD detached at 1.0.0),0df31a8,tf_mobilenetv2,android-armv7,kona,V1981A,big_cores,GPU_OPENGL,1,17.510,17.531,17.489,100,10,2,2,A00000D3EB320E
mnn,(HEAD detached at 1.0.0),0df31a8,tf_mobilenetv2,android-armv7,kona,V1981A,big_cores,GPU_VULKAN,1,17.234,17.662,16.806,100,10,2,2,A00000D3EB320E
mnn,(HEAD detached at 1.0.0),0df31a8,caffe_mobilenetv1,android-armv8,kona,V1981A,big_cores,ARM,1,29.925,29.934,29.917,100,10,2,2,A00000D3EB320E
mnn,(HEAD detached at 1.0.0),0df31a8,caffe_mobilenetv1,android-armv8,kona,V1981A,big_cores,ARM,2,17.932,17.961,17.903,100,10,2,2,A00000D3EB320E
mnn,(HEAD detached at 1.0.0),0df31a8,caffe_mobilenetv1,android-armv8,kona,V1981A,big_cores,ARM,4,9.895,9.926,9.864,100,10,2,2,A00000D3EB320E
mnn,(HEAD detached at 1.0.0),0df31a8,caffe_mobilenetv1,android-armv8,kona,V1981A,big_cores,GPU_OPENCL,1,8.021,8.101,7.942,100,10,2,2,A00000D3EB320E
mnn,(HEAD detached at 1.0.0),0df31a8,caffe_mobilenetv1,android-armv8,kona,V1981A,big_cores,GPU_OPENGL,1,18.065,19.424,16.706,100,10,2,2,A00000D3EB320E
mnn,(HEAD detached at 1.0.0),0df31a8,caffe_mobilenetv1,android-armv8,kona,V1981A,big_cores,GPU_VULKAN,1,15.601,15.826,15.377,100,10,2,2,A00000D3EB320E
mnn,(HEAD detached at 1.0.0),0df31a8,caffe_mobilenetv2,android-armv8,kona,V1981A,big_cores,ARM,1,25.176,25.181,25.171,100,10,2,2,A00000D3EB320E
mnn,(HEAD detached at 1.0.0),0df31a8,caffe_mobilenetv2,android-armv8,kona,V1981A,big_cores,ARM,2,15.469,15.482,15.455,100,10,2,2,A00000D3EB320E
mnn,(HEAD detached at 1.0.0),0df31a8,caffe_mobilenetv2,android-armv8,kona,V1981A,big_cores,ARM,4,9.012,9.016,9.009,100,10,2,2,A00000D3EB320E
mnn,(HEAD detached at 1.0.0),0df31a8,caffe_mobilenetv2,android-armv8,kona,V1981A,big_cores,GPU_OPENCL,1,9.889,10.499,9.278,100,10,2,2,A00000D3EB320E
mnn,(HEAD detached at 1.0.0),0df31a8,caffe_mobilenetv2,android-armv8,kona,V1981A,big_cores,GPU_OPENGL,1,21.356,21.983,20.729,100,10,2,2,A00000D3EB320E
mnn,(HEAD detached at 1.0.0),0df31a8,caffe_mobilenetv2,android-armv8,kona,V1981A,big_cores,GPU_VULKAN,1,18.911,19.648,18.174,100,10,2,2,A00000D3EB320E
mnn,(HEAD detached at 1.0.0),0df31a8,tf_mobilenetv1,android-armv8,kona,V1981A,big_cores,ARM,1,29.570,29.576,29.564,100,10,2,2,A00000D3EB320E
mnn,(HEAD detached at 1.0.0),0df31a8,tf_mobilenetv1,android-armv8,kona,V1981A,big_cores,ARM,2,18.106,18.147,18.065,100,10,2,2,A00000D3EB320E
mnn,(HEAD detached at 1.0.0),0df31a8,tf_mobilenetv1,android-armv8,kona,V1981A,big_cores,ARM,4,9.908,9.916,9.899,100,10,2,2,A00000D3EB320E
mnn,(HEAD detached at 1.0.0),0df31a8,tf_mobilenetv1,android-armv8,kona,V1981A,big_cores,GPU_OPENCL,1,10.601,10.847,10.354,100,10,2,2,A00000D3EB320E
mnn,(HEAD detached at 1.0.0),0df31a8,tf_mobilenetv1,android-armv8,kona,V1981A,big_cores,GPU_OPENGL,1,17.972,19.912,16.032,100,10,2,2,A00000D3EB320E
mnn,(HEAD detached at 1.0.0),0df31a8,tf_mobilenetv1,android-armv8,kona,V1981A,big_cores,GPU_VULKAN,1,16.494,16.549,16.440,100,10,2,2,A00000D3EB320E
mnn,(HEAD detached at 1.0.0),0df31a8,tf_mobilenetv2,android-armv8,kona,V1981A,big_cores,ARM,1,18.810,18.866,18.754,100,10,2,2,A00000D3EB320E
mnn,(HEAD detached at 1.0.0),0df31a8,tf_mobilenetv2,android-armv8,kona,V1981A,big_cores,ARM,2,11.708,11.711,11.704,100,10,2,2,A00000D3EB320E
mnn,(HEAD detached at 1.0.0),0df31a8,tf_mobilenetv2,android-armv8,kona,V1981A,big_cores,ARM,4,7.244,7.361,7.127,100,10,2,2,A00000D3EB320E
mnn,(HEAD detached at 1.0.0),0df31a8,tf_mobilenetv2,android-armv8,kona,V1981A,big_cores,GPU_OPENCL,1,10.260,10.895,9.624,100,10,2,2,A00000D3EB320E
mnn,(HEAD detached at 1.0.0),0df31a8,tf_mobilenetv2,android-armv8,kona,V1981A,big_cores,GPU_OPENGL,1,18.780,20.001,17.559,100,10,2,2,A00000D3EB320E
mnn,(HEAD detached at 1.0.0),0df31a8,tf_mobilenetv2,android-armv8,kona,V1981A,big_cores,GPU_VULKAN,1,17.384,17.592,17.177,100,10,2,2,A00000D3EB320E
