framework,branch,commit_id,model_name,platform,soc_code,soc_name,cpu,gpu,npu,product,power_mode,backend,cpu_thread_num,avg,max,min,std_dev,battery_level,system_version,repeats,warmup,imei
tnn,master,c286af0,tf_mobilenetv1.opt,android-armv7,kona,SD865,Kryo585:1xA77@2.84+3xA77@2.42+4XA55@1.8,Adreno-650,Hexagon-698,V1981A,big_cores,ARM,4,63.610,87.403,34.346,5.965,100,10,100,20,A00000D3EB320E
tnn,master,c286af0,tf_mobilenetv1.opt,android-armv7,kona,SD865,Kryo585:1xA77@2.84+3xA77@2.42+4XA55@1.8,Adreno-650,Hexagon-698,V1981A,big_cores,GPU_OPENCL,1,9.639,19.746,8.121,0.455,100,10,1000,20,A00000D3EB320E
tnn,master,c286af0,tf_mobilenetv2.opt,android-armv7,kona,SD865,Kryo585:1xA77@2.84+3xA77@2.42+4XA55@1.8,Adreno-650,Hexagon-698,V1981A,big_cores,ARM,1,19.980,20.082,19.898,0.034,100,10,100,20,A00000D3EB320E
tnn,master,c286af0,tf_mobilenetv2.opt,android-armv7,kona,SD865,Kryo585:1xA77@2.84+3xA77@2.42+4XA55@1.8,Adreno-650,Hexagon-698,V1981A,big_cores,ARM,2,12.453,12.539,12.403,0.028,100,10,100,20,A00000D3EB320E
tnn,master,c286af0,tf_mobilenetv2.opt,android-armv7,kona,SD865,Kryo585:1xA77@2.84+3xA77@2.42+4XA55@1.8,Adreno-650,Hexagon-698,V1981A,big_cores,ARM,4,19.776,19.881,19.707,0.029,100,10,100,20,A00000D3EB320E
tnn,master,c286af0,tf_mobilenetv2.opt,android-armv7,kona,SD865,Kryo585:1xA77@2.84+3xA77@2.42+4XA55@1.8,Adreno-650,Hexagon-698,V1981A,big_cores,GPU_OPENCL,1,11.187,15.496,9.133,0.778,100,10,1000,20,A00000D3EB320E
tnn,master,c286af0,caffe_mobilenetv1.opt,android-armv8,kona,SD865,Kryo585:1xA77@2.84+3xA77@2.42+4XA55@1.8,Adreno-650,Hexagon-698,V1981A,big_cores,ARM,1,28.660,28.831,28.510,0.040,100,10,100,20,A00000D3EB320E
tnn,master,c286af0,caffe_mobilenetv1.opt,android-armv8,kona,SD865,Kryo585:1xA77@2.84+3xA77@2.42+4XA55@1.8,Adreno-650,Hexagon-698,V1981A,big_cores,ARM,2,28.670,28.815,28.588,0.050,100,10,100,20,A00000D3EB320E
tnn,master,c286af0,caffe_mobilenetv1.opt,android-armv8,kona,SD865,Kryo585:1xA77@2.84+3xA77@2.42+4XA55@1.8,Adreno-650,Hexagon-698,V1981A,big_cores,ARM,4,35.655,36.743,35.284,0.321,100,10,100,20,A00000D3EB320E
tnn,master,c286af0,caffe_mobilenetv1.opt,android-armv8,kona,SD865,Kryo585:1xA77@2.84+3xA77@2.42+4XA55@1.8,Adreno-650,Hexagon-698,V1981A,big_cores,GPU_OPENCL,1,9.598,13.593,9.326,0.198,100,10,1000,20,A00000D3EB320E
tnn,master,c286af0,caffe_mobilenetv2.opt,android-armv8,kona,SD865,Kryo585:1xA77@2.84+3xA77@2.42+4XA55@1.8,Adreno-650,Hexagon-698,V1981A,big_cores,ARM,1,24.622,24.806,24.426,0.062,100,10,100,20,A00000D3EB320E
tnn,master,c286af0,caffe_mobilenetv2.opt,android-armv8,kona,SD865,Kryo585:1xA77@2.84+3xA77@2.42+4XA55@1.8,Adreno-650,Hexagon-698,V1981A,big_cores,ARM,2,24.571,24.693,24.500,0.040,100,10,100,20,A00000D3EB320E
tnn,master,c286af0,caffe_mobilenetv2.opt,android-armv8,kona,SD865,Kryo585:1xA77@2.84+3xA77@2.42+4XA55@1.8,Adreno-650,Hexagon-698,V1981A,big_cores,ARM,4,28.410,32.328,24.714,2.715,100,10,100,20,A00000D3EB320E
tnn,master,c286af0,caffe_mobilenetv2.opt,android-armv8,kona,SD865,Kryo585:1xA77@2.84+3xA77@2.42+4XA55@1.8,Adreno-650,Hexagon-698,V1981A,big_cores,GPU_OPENCL,1,10.572,17.940,9.239,0.344,100,10,1000,20,A00000D3EB320E
tnn,master,c286af0,tf_mobilenetv1.opt,android-armv8,kona,SD865,Kryo585:1xA77@2.84+3xA77@2.42+4XA55@1.8,Adreno-650,Hexagon-698,V1981A,big_cores,ARM,1,29.096,29.205,28.973,0.038,100,10,100,20,A00000D3EB320E
tnn,master,c286af0,tf_mobilenetv1.opt,android-armv8,kona,SD865,Kryo585:1xA77@2.84+3xA77@2.42+4XA55@1.8,Adreno-650,Hexagon-698,V1981A,big_cores,ARM,2,17.412,17.535,17.375,0.024,100,10,100,20,A00000D3EB320E
tnn,master,c286af0,tf_mobilenetv1.opt,android-armv8,kona,SD865,Kryo585:1xA77@2.84+3xA77@2.42+4XA55@1.8,Adreno-650,Hexagon-698,V1981A,big_cores,ARM,4,29.327,29.498,29.220,0.058,100,10,100,20,A00000D3EB320E
tnn,master,c286af0,tf_mobilenetv1.opt,android-armv8,kona,SD865,Kryo585:1xA77@2.84+3xA77@2.42+4XA55@1.8,Adreno-650,Hexagon-698,V1981A,big_cores,GPU_OPENCL,1,9.447,17.285,8.238,0.381,100,10,1000,20,A00000D3EB320E
tnn,master,c286af0,tf_mobilenetv2.opt,android-armv8,kona,SD865,Kryo585:1xA77@2.84+3xA77@2.42+4XA55@1.8,Adreno-650,Hexagon-698,V1981A,big_cores,ARM,1,18.295,18.405,18.223,0.035,100,10,100,20,A00000D3EB320E
tnn,master,c286af0,tf_mobilenetv2.opt,android-armv8,kona,SD865,Kryo585:1xA77@2.84+3xA77@2.42+4XA55@1.8,Adreno-650,Hexagon-698,V1981A,big_cores,ARM,2,11.718,12.033,11.654,0.042,100,10,100,20,A00000D3EB320E
tnn,master,c286af0,tf_mobilenetv2.opt,android-armv8,kona,SD865,Kryo585:1xA77@2.84+3xA77@2.42+4XA55@1.8,Adreno-650,Hexagon-698,V1981A,big_cores,ARM,4,21.912,22.306,21.651,0.126,100,10,100,20,A00000D3EB320E
tnn,master,c286af0,tf_mobilenetv2.opt,android-armv8,kona,SD865,Kryo585:1xA77@2.84+3xA77@2.42+4XA55@1.8,Adreno-650,Hexagon-698,V1981A,big_cores,GPU_OPENCL,1,10.279,17.962,7.855,0.928,100,10,1000,20,A00000D3EB320E
tnn,master,c286af0,caffe_mobilenetv1.opt,android-armv7,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,big_cores,ARM,1,73.069,73.375,71.803,0.230,100,8.1.0,100,20,861268044699735
tnn,master,c286af0,caffe_mobilenetv1.opt,android-armv7,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,big_cores,ARM,2,40.261,43.667,39.091,0.906,100,8.1.0,100,20,861268044699735
tnn,master,c286af0,caffe_mobilenetv1.opt,android-armv7,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,big_cores,ARM,4,23.420,24.649,23.168,0.355,100,8.1.0,100,20,861268044699735
tnn,master,c286af0,caffe_mobilenetv1.opt,android-armv7,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,big_cores,GPU_OPENCL,1,10.928,11.924,10.484,0.234,100,8.1.0,1000,20,861268044699735
tnn,master,c286af0,caffe_mobilenetv2.opt,android-armv7,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,big_cores,ARM,1,73.396,73.878,72.721,0.239,100,8.1.0,100,20,861268044699735
tnn,master,c286af0,caffe_mobilenetv2.opt,android-armv7,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,big_cores,ARM,2,38.485,41.257,38.192,0.415,100,8.1.0,100,20,861268044699735
tnn,master,c286af0,caffe_mobilenetv2.opt,android-armv7,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,big_cores,ARM,4,21.596,23.893,21.267,0.624,100,8.1.0,100,20,861268044699735
tnn,master,c286af0,caffe_mobilenetv2.opt,android-armv7,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,big_cores,GPU_OPENCL,1,10.665,11.636,10.334,0.175,100,8.1.0,1000,20,861268044699735
tnn,master,c286af0,tf_mobilenetv1.opt,android-armv7,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,big_cores,ARM,1,87.311,87.786,86.267,0.202,100,8.1.0,100,20,861268044699735
tnn,master,c286af0,tf_mobilenetv1.opt,android-armv7,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,big_cores,ARM,2,47.758,51.649,45.729,1.511,100,8.1.0,100,20,861268044699735
tnn,master,c286af0,tf_mobilenetv1.opt,android-armv7,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,big_cores,ARM,4,27.018,28.478,26.714,0.400,100,8.1.0,100,20,861268044699735
tnn,master,c286af0,tf_mobilenetv1.opt,android-armv7,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,big_cores,GPU_OPENCL,1,10.706,12.359,9.709,0.254,100,8.1.0,1000,20,861268044699735
tnn,master,c286af0,tf_mobilenetv2.opt,android-armv7,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,big_cores,ARM,1,60.012,60.574,58.595,0.253,100,8.1.0,100,20,861268044699735
tnn,master,c286af0,tf_mobilenetv2.opt,android-armv7,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,big_cores,ARM,2,32.117,32.319,31.921,0.072,100,8.1.0,100,20,861268044699735
tnn,master,c286af0,tf_mobilenetv2.opt,android-armv7,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,big_cores,ARM,4,19.448,19.573,19.290,0.052,100,8.1.0,100,20,861268044699735
tnn,master,c286af0,tf_mobilenetv2.opt,android-armv7,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,big_cores,GPU_OPENCL,1,9.080,9.706,8.657,0.160,100,8.1.0,1000,20,861268044699735
tnn,master,c286af0,caffe_mobilenetv1.opt,android-armv8,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,big_cores,ARM,1,80.676,81.212,80.253,0.195,100,8.1.0,100,20,861268044699735
tnn,master,c286af0,caffe_mobilenetv1.opt,android-armv8,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,big_cores,ARM,2,42.088,42.607,41.680,0.222,100,8.1.0,100,20,861268044699735
tnn,master,c286af0,caffe_mobilenetv1.opt,android-armv8,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,big_cores,ARM,4,22.517,22.753,22.353,0.088,100,8.1.0,100,20,861268044699735
tnn,master,c286af0,caffe_mobilenetv1.opt,android-armv8,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,big_cores,GPU_OPENCL,1,10.749,11.705,10.376,0.179,100,8.1.0,1000,20,861268044699735
tnn,master,c286af0,caffe_mobilenetv2.opt,android-armv8,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,big_cores,ARM,1,68.670,69.482,68.162,0.198,100,8.1.0,100,20,861268044699735
tnn,master,c286af0,caffe_mobilenetv2.opt,android-armv8,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,big_cores,ARM,2,37.855,38.166,37.668,0.078,100,8.1.0,100,20,861268044699735
tnn,master,c286af0,caffe_mobilenetv2.opt,android-armv8,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,big_cores,ARM,4,21.451,21.665,21.323,0.054,100,8.1.0,100,20,861268044699735
tnn,master,c286af0,caffe_mobilenetv2.opt,android-armv8,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,big_cores,GPU_OPENCL,1,10.562,11.248,10.054,0.173,100,8.1.0,1000,20,861268044699735
tnn,master,c286af0,tf_mobilenetv1.opt,android-armv8,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,big_cores,ARM,1,81.684,82.289,81.259,0.211,100,8.1.0,100,20,861268044699735
tnn,master,c286af0,tf_mobilenetv1.opt,android-armv8,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,big_cores,ARM,2,43.421,44.319,42.991,0.257,100,8.1.0,100,20,861268044699735
tnn,master,c286af0,tf_mobilenetv1.opt,android-armv8,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,big_cores,ARM,4,24.059,24.423,23.878,0.096,100,8.1.0,100,20,861268044699735
tnn,master,c286af0,tf_mobilenetv1.opt,android-armv8,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,big_cores,GPU_OPENCL,1,10.707,11.589,9.978,0.215,100,8.1.0,1000,20,861268044699735
tnn,master,c286af0,tf_mobilenetv2.opt,android-armv8,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,big_cores,ARM,1,50.846,51.147,50.558,0.125,100,8.1.0,100,20,861268044699735
tnn,master,c286af0,tf_mobilenetv2.opt,android-armv8,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,big_cores,ARM,2,28.952,29.130,28.723,0.062,100,8.1.0,100,20,861268044699735
tnn,master,c286af0,tf_mobilenetv2.opt,android-armv8,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,big_cores,ARM,4,17.951,18.090,17.775,0.068,100,8.1.0,100,20,861268044699735
tnn,master,c286af0,tf_mobilenetv2.opt,android-armv8,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,big_cores,GPU_OPENCL,1,8.962,9.626,8.499,0.126,100,8.1.0,1000,20,861268044699735
tnn,master,c286af0,caffe_mobilenetv1.opt,android-armv7,kirin990,kirin990,2xA76@2.86+2xA76@2.36+4xA55@1.95,Mali-G76 MP16,1xLite+1xTiny,TAS-AL00,big_cores,ARM,1,35.953,37.397,35.500,0.475,100,10,100,20,A00000B1CCA9FC
tnn,master,c286af0,caffe_mobilenetv1.opt,android-armv7,kirin990,kirin990,2xA76@2.86+2xA76@2.36+4xA55@1.95,Mali-G76 MP16,1xLite+1xTiny,TAS-AL00,big_cores,ARM,2,21.920,27.266,20.213,1.131,100,10,100,20,A00000B1CCA9FC
tnn,master,c286af0,caffe_mobilenetv1.opt,android-armv7,kirin990,kirin990,2xA76@2.86+2xA76@2.36+4xA55@1.95,Mali-G76 MP16,1xLite+1xTiny,TAS-AL00,big_cores,ARM,4,15.403,15.644,15.220,0.080,100,10,100,20,A00000B1CCA9FC
tnn,master,c286af0,caffe_mobilenetv1.opt,android-armv7,kirin990,kirin990,2xA76@2.86+2xA76@2.36+4xA55@1.95,Mali-G76 MP16,1xLite+1xTiny,TAS-AL00,big_cores,GPU_OPENCL,1,11.766,18.955,11.066,1.060,100,10,1000,20,A00000B1CCA9FC
tnn,master,c286af0,caffe_mobilenetv2.opt,android-armv7,kirin990,kirin990,2xA76@2.86+2xA76@2.36+4xA55@1.95,Mali-G76 MP16,1xLite+1xTiny,TAS-AL00,big_cores,ARM,1,30.092,30.597,29.488,0.261,100,10,100,20,A00000B1CCA9FC
tnn,master,c286af0,caffe_mobilenetv2.opt,android-armv7,kirin990,kirin990,2xA76@2.86+2xA76@2.36+4xA55@1.95,Mali-G76 MP16,1xLite+1xTiny,TAS-AL00,big_cores,ARM,2,17.475,18.492,17.038,0.390,100,10,100,20,A00000B1CCA9FC
tnn,master,c286af0,caffe_mobilenetv2.opt,android-armv7,kirin990,kirin990,2xA76@2.86+2xA76@2.36+4xA55@1.95,Mali-G76 MP16,1xLite+1xTiny,TAS-AL00,big_cores,ARM,4,13.314,16.448,12.847,0.723,100,10,100,20,A00000B1CCA9FC
tnn,master,c286af0,caffe_mobilenetv2.opt,android-armv7,kirin990,kirin990,2xA76@2.86+2xA76@2.36+4xA55@1.95,Mali-G76 MP16,1xLite+1xTiny,TAS-AL00,big_cores,GPU_OPENCL,1,13.709,17.795,13.118,0.448,100,10,1000,20,A00000B1CCA9FC
tnn,master,c286af0,tf_mobilenetv1.opt,android-armv7,kirin990,kirin990,2xA76@2.86+2xA76@2.36+4xA55@1.95,Mali-G76 MP16,1xLite+1xTiny,TAS-AL00,big_cores,ARM,1,37.038,40.116,36.422,0.933,100,10,100,20,A00000B1CCA9FC
tnn,master,c286af0,tf_mobilenetv1.opt,android-armv7,kirin990,kirin990,2xA76@2.86+2xA76@2.36+4xA55@1.95,Mali-G76 MP16,1xLite+1xTiny,TAS-AL00,big_cores,ARM,2,22.571,25.728,20.088,1.088,100,10,100,20,A00000B1CCA9FC
tnn,master,c286af0,tf_mobilenetv1.opt,android-armv7,kirin990,kirin990,2xA76@2.86+2xA76@2.36+4xA55@1.95,Mali-G76 MP16,1xLite+1xTiny,TAS-AL00,big_cores,ARM,4,14.138,14.930,13.759,0.261,100,10,100,20,A00000B1CCA9FC
tnn,master,c286af0,tf_mobilenetv1.opt,android-armv7,kirin990,kirin990,2xA76@2.86+2xA76@2.36+4xA55@1.95,Mali-G76 MP16,1xLite+1xTiny,TAS-AL00,big_cores,GPU_OPENCL,1,16.082,20.264,14.227,0.669,100,10,1000,20,A00000B1CCA9FC
tnn,master,c286af0,tf_mobilenetv2.opt,android-armv7,kirin990,kirin990,2xA76@2.86+2xA76@2.36+4xA55@1.95,Mali-G76 MP16,1xLite+1xTiny,TAS-AL00,big_cores,ARM,1,22.702,23.345,22.432,0.170,100,10,100,20,A00000B1CCA9FC
tnn,master,c286af0,tf_mobilenetv2.opt,android-armv7,kirin990,kirin990,2xA76@2.86+2xA76@2.36+4xA55@1.95,Mali-G76 MP16,1xLite+1xTiny,TAS-AL00,big_cores,ARM,2,13.597,18.130,13.042,1.057,100,10,100,20,A00000B1CCA9FC
tnn,master,c286af0,tf_mobilenetv2.opt,android-armv7,kirin990,kirin990,2xA76@2.86+2xA76@2.36+4xA55@1.95,Mali-G76 MP16,1xLite+1xTiny,TAS-AL00,big_cores,ARM,4,10.000,10.088,9.932,0.030,100,10,100,20,A00000B1CCA9FC
tnn,master,c286af0,tf_mobilenetv2.opt,android-armv7,kirin990,kirin990,2xA76@2.86+2xA76@2.36+4xA55@1.95,Mali-G76 MP16,1xLite+1xTiny,TAS-AL00,big_cores,GPU_OPENCL,1,16.992,21.828,15.571,0.772,100,10,1000,20,A00000B1CCA9FC
tnn,master,c286af0,caffe_mobilenetv1.opt,android-armv8,kirin990,kirin990,2xA76@2.86+2xA76@2.36+4xA55@1.95,Mali-G76 MP16,1xLite+1xTiny,TAS-AL00,big_cores,ARM,1,30.435,30.642,30.284,0.059,100,10,100,20,A00000B1CCA9FC
tnn,master,c286af0,caffe_mobilenetv1.opt,android-armv8,kirin990,kirin990,2xA76@2.86+2xA76@2.36+4xA55@1.95,Mali-G76 MP16,1xLite+1xTiny,TAS-AL00,big_cores,ARM,2,16.572,18.597,16.108,0.412,100,10,100,20,A00000B1CCA9FC
tnn,master,c286af0,caffe_mobilenetv1.opt,android-armv8,kirin990,kirin990,2xA76@2.86+2xA76@2.36+4xA55@1.95,Mali-G76 MP16,1xLite+1xTiny,TAS-AL00,big_cores,ARM,4,13.666,13.902,13.337,0.097,100,10,100,20,A00000B1CCA9FC
tnn,master,c286af0,caffe_mobilenetv1.opt,android-armv8,kirin990,kirin990,2xA76@2.86+2xA76@2.36+4xA55@1.95,Mali-G76 MP16,1xLite+1xTiny,TAS-AL00,big_cores,GPU_OPENCL,1,11.787,17.887,10.967,0.970,100,10,1000,20,A00000B1CCA9FC
tnn,master,c286af0,caffe_mobilenetv2.opt,android-armv8,kirin990,kirin990,2xA76@2.86+2xA76@2.36+4xA55@1.95,Mali-G76 MP16,1xLite+1xTiny,TAS-AL00,big_cores,ARM,1,27.408,28.111,26.592,0.530,100,10,100,20,A00000B1CCA9FC
tnn,master,c286af0,caffe_mobilenetv2.opt,android-armv8,kirin990,kirin990,2xA76@2.86+2xA76@2.36+4xA55@1.95,Mali-G76 MP16,1xLite+1xTiny,TAS-AL00,big_cores,ARM,2,15.286,15.825,14.943,0.277,100,10,100,20,A00000B1CCA9FC
tnn,master,c286af0,caffe_mobilenetv2.opt,android-armv8,kirin990,kirin990,2xA76@2.86+2xA76@2.36+4xA55@1.95,Mali-G76 MP16,1xLite+1xTiny,TAS-AL00,big_cores,ARM,4,11.508,12.008,10.909,0.362,100,10,100,20,A00000B1CCA9FC
tnn,master,c286af0,caffe_mobilenetv2.opt,android-armv8,kirin990,kirin990,2xA76@2.86+2xA76@2.36+4xA55@1.95,Mali-G76 MP16,1xLite+1xTiny,TAS-AL00,big_cores,GPU_OPENCL,1,13.908,19.019,12.818,0.652,100,10,1000,20,A00000B1CCA9FC
tnn,master,c286af0,tf_mobilenetv1.opt,android-armv8,kirin990,kirin990,2xA76@2.86+2xA76@2.36+4xA55@1.95,Mali-G76 MP16,1xLite+1xTiny,TAS-AL00,big_cores,ARM,1,31.318,31.531,31.085,0.074,100,10,100,20,A00000B1CCA9FC
tnn,master,c286af0,tf_mobilenetv1.opt,android-armv8,kirin990,kirin990,2xA76@2.86+2xA76@2.36+4xA55@1.95,Mali-G76 MP16,1xLite+1xTiny,TAS-AL00,big_cores,ARM,2,17.607,19.857,16.628,0.815,100,10,100,20,A00000B1CCA9FC
tnn,master,c286af0,tf_mobilenetv1.opt,android-armv8,kirin990,kirin990,2xA76@2.86+2xA76@2.36+4xA55@1.95,Mali-G76 MP16,1xLite+1xTiny,TAS-AL00,big_cores,ARM,4,12.088,12.638,12.001,0.113,100,10,100,20,A00000B1CCA9FC
tnn,master,c286af0,tf_mobilenetv1.opt,android-armv8,kirin990,kirin990,2xA76@2.86+2xA76@2.36+4xA55@1.95,Mali-G76 MP16,1xLite+1xTiny,TAS-AL00,big_cores,GPU_OPENCL,1,15.938,19.271,14.650,0.636,100,10,1000,20,A00000B1CCA9FC
tnn,master,c286af0,tf_mobilenetv2.opt,android-armv8,kirin990,kirin990,2xA76@2.86+2xA76@2.36+4xA55@1.95,Mali-G76 MP16,1xLite+1xTiny,TAS-AL00,big_cores,ARM,1,20.251,20.605,19.859,0.212,100,10,100,20,A00000B1CCA9FC
tnn,master,c286af0,tf_mobilenetv2.opt,android-armv8,kirin990,kirin990,2xA76@2.86+2xA76@2.36+4xA55@1.95,Mali-G76 MP16,1xLite+1xTiny,TAS-AL00,big_cores,ARM,2,11.988,12.167,11.921,0.039,100,10,100,20,A00000B1CCA9FC
tnn,master,c286af0,tf_mobilenetv2.opt,android-armv8,kirin990,kirin990,2xA76@2.86+2xA76@2.36+4xA55@1.95,Mali-G76 MP16,1xLite+1xTiny,TAS-AL00,big_cores,ARM,4,9.440,9.516,9.390,0.028,100,10,100,20,A00000B1CCA9FC
tnn,master,c286af0,tf_mobilenetv2.opt,android-armv8,kirin990,kirin990,2xA76@2.86+2xA76@2.36+4xA55@1.95,Mali-G76 MP16,1xLite+1xTiny,TAS-AL00,big_cores,GPU_OPENCL,1,16.809,20.480,15.471,0.718,100,10,1000,20,A00000B1CCA9FC
tnn,master,c286af0,caffe_mobilenetv1.opt,android-armv7,kirin980,kirin980,2xA76@2.6+2xA76@1.92+4xA55@1.8,Mali-G76 MP10,Dual NPU,YAL-AL00,big_cores,ARM,1,39.804,41.539,38.233,1.193,100,9,100,20,A00000AD995AA1
tnn,master,c286af0,caffe_mobilenetv1.opt,android-armv7,kirin980,kirin980,2xA76@2.6+2xA76@1.92+4xA55@1.8,Mali-G76 MP10,Dual NPU,YAL-AL00,big_cores,ARM,2,23.356,23.592,23.171,0.083,100,9,100,20,A00000AD995AA1
tnn,master,c286af0,caffe_mobilenetv1.opt,android-armv7,kirin980,kirin980,2xA76@2.6+2xA76@1.92+4xA55@1.8,Mali-G76 MP10,Dual NPU,YAL-AL00,big_cores,ARM,4,18.367,56.707,15.142,6.399,100,9,100,20,A00000AD995AA1
tnn,master,c286af0,caffe_mobilenetv1.opt,android-armv7,kirin980,kirin980,2xA76@2.6+2xA76@1.92+4xA55@1.8,Mali-G76 MP10,Dual NPU,YAL-AL00,big_cores,GPU_OPENCL,1,19.667,23.453,15.453,1.255,100,9,1000,20,A00000AD995AA1
tnn,master,c286af0,caffe_mobilenetv2.opt,android-armv7,kirin980,kirin980,2xA76@2.6+2xA76@1.92+4xA55@1.8,Mali-G76 MP10,Dual NPU,YAL-AL00,big_cores,ARM,1,31.767,32.291,31.162,0.387,100,9,100,20,A00000AD995AA1
