framework,branch,commit_id,model_name,platform,soc_code,soc_name,cpu,gpu,npu,product,power_mode,backend,cpu_thread_num,avg,max,min,std_dev,battery_level,system_version,repeats,warmup,imei
mnn,master,3ea9dd1,tf_mobilenetv2,android-armv7,kona,SD865,Kryo585:1xA77@2.84+3xA77@2.42+4XA55@1.8,Adreno-650,Hexagon-698,V1981A,big_cores,GPU_OPENCL,1,9.087,19.120,6.039,1.238,100,10,1000,20,A00000D3EB320E
mnn,master,3ea9dd1,tf_mobilenetv2,android-armv7,kona,SD865,Kryo585:1xA77@2.84+3xA77@2.42+4XA55@1.8,Adreno-650,Hexagon-698,V1981A,big_cores,GPU_OPENGL,1,11.790,15.606,11.261,0.305,100,10,1000,20,A00000D3EB320E
mnn,master,3ea9dd1,tf_mobilenetv2,android-armv7,kona,SD865,Kryo585:1xA77@2.84+3xA77@2.42+4XA55@1.8,Adreno-650,Hexagon-698,V1981A,big_cores,GPU_VULKAN,1,9.036,12.671,8.474,0.442,100,10,1000,20,A00000D3EB320E
mnn,master,3ea9dd1,caffe_mobilenetv1,android-armv8,kona,SD865,Kryo585:1xA77@2.84+3xA77@2.42+4XA55@1.8,Adreno-650,Hexagon-698,V1981A,big_cores,ARM,1,29.124,29.224,29.031,0.042,100,10,100,20,A00000D3EB320E
mnn,master,3ea9dd1,caffe_mobilenetv1,android-armv8,kona,SD865,Kryo585:1xA77@2.84+3xA77@2.42+4XA55@1.8,Adreno-650,Hexagon-698,V1981A,big_cores,ARM,2,17.472,17.667,17.411,0.033,100,10,100,20,A00000D3EB320E
mnn,master,3ea9dd1,caffe_mobilenetv1,android-armv8,kona,SD865,Kryo585:1xA77@2.84+3xA77@2.42+4XA55@1.8,Adreno-650,Hexagon-698,V1981A,big_cores,ARM,4,10.047,10.125,9.974,0.034,100,10,100,20,A00000D3EB320E
mnn,master,3ea9dd1,caffe_mobilenetv1,android-armv8,kona,SD865,Kryo585:1xA77@2.84+3xA77@2.42+4XA55@1.8,Adreno-650,Hexagon-698,V1981A,big_cores,GPU_OPENCL,1,7.525,14.433,6.023,0.445,100,10,1000,20,A00000D3EB320E
mnn,master,3ea9dd1,caffe_mobilenetv1,android-armv8,kona,SD865,Kryo585:1xA77@2.84+3xA77@2.42+4XA55@1.8,Adreno-650,Hexagon-698,V1981A,big_cores,GPU_OPENGL,1,11.274,19.626,10.744,0.344,100,10,1000,20,A00000D3EB320E
mnn,master,3ea9dd1,caffe_mobilenetv1,android-armv8,kona,SD865,Kryo585:1xA77@2.84+3xA77@2.42+4XA55@1.8,Adreno-650,Hexagon-698,V1981A,big_cores,GPU_VULKAN,1,8.615,13.520,7.641,0.685,100,10,1000,20,A00000D3EB320E
mnn,master,3ea9dd1,caffe_mobilenetv2,android-armv8,kona,SD865,Kryo585:1xA77@2.84+3xA77@2.42+4XA55@1.8,Adreno-650,Hexagon-698,V1981A,big_cores,ARM,1,24.946,25.024,24.833,0.038,100,10,100,20,A00000D3EB320E
mnn,master,3ea9dd1,caffe_mobilenetv2,android-armv8,kona,SD865,Kryo585:1xA77@2.84+3xA77@2.42+4XA55@1.8,Adreno-650,Hexagon-698,V1981A,big_cores,ARM,2,14.975,15.025,14.909,0.021,100,10,100,20,A00000D3EB320E
mnn,master,3ea9dd1,caffe_mobilenetv2,android-armv8,kona,SD865,Kryo585:1xA77@2.84+3xA77@2.42+4XA55@1.8,Adreno-650,Hexagon-698,V1981A,big_cores,ARM,4,8.433,8.664,8.352,0.055,100,10,100,20,A00000D3EB320E
mnn,master,3ea9dd1,caffe_mobilenetv2,android-armv8,kona,SD865,Kryo585:1xA77@2.84+3xA77@2.42+4XA55@1.8,Adreno-650,Hexagon-698,V1981A,big_cores,GPU_OPENCL,1,9.398,13.180,6.972,0.787,100,10,1000,20,A00000D3EB320E
mnn,master,3ea9dd1,caffe_mobilenetv2,android-armv8,kona,SD865,Kryo585:1xA77@2.84+3xA77@2.42+4XA55@1.8,Adreno-650,Hexagon-698,V1981A,big_cores,GPU_OPENGL,1,14.655,19.620,14.175,0.230,100,10,1000,20,A00000D3EB320E
mnn,master,3ea9dd1,caffe_mobilenetv2,android-armv8,kona,SD865,Kryo585:1xA77@2.84+3xA77@2.42+4XA55@1.8,Adreno-650,Hexagon-698,V1981A,big_cores,GPU_VULKAN,1,9.992,12.632,9.237,0.328,100,10,1000,20,A00000D3EB320E
mnn,master,3ea9dd1,tf_mobilenetv1,android-armv8,kona,SD865,Kryo585:1xA77@2.84+3xA77@2.42+4XA55@1.8,Adreno-650,Hexagon-698,V1981A,big_cores,ARM,1,29.277,29.435,29.128,0.061,100,10,100,20,A00000D3EB320E
mnn,master,3ea9dd1,tf_mobilenetv1,android-armv8,kona,SD865,Kryo585:1xA77@2.84+3xA77@2.42+4XA55@1.8,Adreno-650,Hexagon-698,V1981A,big_cores,ARM,2,17.620,17.712,17.560,0.031,100,10,100,20,A00000D3EB320E
mnn,master,3ea9dd1,tf_mobilenetv1,android-armv8,kona,SD865,Kryo585:1xA77@2.84+3xA77@2.42+4XA55@1.8,Adreno-650,Hexagon-698,V1981A,big_cores,ARM,4,10.132,10.716,10.039,0.077,100,10,100,20,A00000D3EB320E
mnn,master,3ea9dd1,tf_mobilenetv1,android-armv8,kona,SD865,Kryo585:1xA77@2.84+3xA77@2.42+4XA55@1.8,Adreno-650,Hexagon-698,V1981A,big_cores,GPU_OPENCL,1,7.692,16.229,6.306,0.444,100,10,1000,20,A00000D3EB320E
mnn,master,3ea9dd1,tf_mobilenetv1,android-armv8,kona,SD865,Kryo585:1xA77@2.84+3xA77@2.42+4XA55@1.8,Adreno-650,Hexagon-698,V1981A,big_cores,GPU_OPENGL,1,10.951,20.653,10.346,0.420,100,10,1000,20,A00000D3EB320E
mnn,master,3ea9dd1,tf_mobilenetv1,android-armv8,kona,SD865,Kryo585:1xA77@2.84+3xA77@2.42+4XA55@1.8,Adreno-650,Hexagon-698,V1981A,big_cores,GPU_VULKAN,1,8.870,13.978,8.267,0.656,100,10,1000,20,A00000D3EB320E
mnn,master,3ea9dd1,tf_mobilenetv2,android-armv8,kona,SD865,Kryo585:1xA77@2.84+3xA77@2.42+4XA55@1.8,Adreno-650,Hexagon-698,V1981A,big_cores,ARM,1,18.337,18.443,18.191,0.052,100,10,100,20,A00000D3EB320E
mnn,master,3ea9dd1,tf_mobilenetv2,android-armv8,kona,SD865,Kryo585:1xA77@2.84+3xA77@2.42+4XA55@1.8,Adreno-650,Hexagon-698,V1981A,big_cores,ARM,2,11.142,11.327,11.070,0.037,100,10,100,20,A00000D3EB320E
mnn,master,3ea9dd1,tf_mobilenetv2,android-armv8,kona,SD865,Kryo585:1xA77@2.84+3xA77@2.42+4XA55@1.8,Adreno-650,Hexagon-698,V1981A,big_cores,ARM,4,6.455,6.848,6.398,0.053,100,10,100,20,A00000D3EB320E
mnn,master,3ea9dd1,tf_mobilenetv2,android-armv8,kona,SD865,Kryo585:1xA77@2.84+3xA77@2.42+4XA55@1.8,Adreno-650,Hexagon-698,V1981A,big_cores,GPU_OPENCL,1,9.720,13.977,7.396,0.717,100,10,1000,20,A00000D3EB320E
mnn,master,3ea9dd1,tf_mobilenetv2,android-armv8,kona,SD865,Kryo585:1xA77@2.84+3xA77@2.42+4XA55@1.8,Adreno-650,Hexagon-698,V1981A,big_cores,GPU_OPENGL,1,11.674,19.441,11.050,0.367,100,10,1000,20,A00000D3EB320E
mnn,master,3ea9dd1,tf_mobilenetv2,android-armv8,kona,SD865,Kryo585:1xA77@2.84+3xA77@2.42+4XA55@1.8,Adreno-650,Hexagon-698,V1981A,big_cores,GPU_VULKAN,1,9.081,20.243,8.484,0.755,100,10,1000,20,A00000D3EB320E
mnn,master,3ea9dd1,caffe_mobilenetv1,android-armv7,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,big_cores,ARM,1,66.418,67.020,66.134,0.139,100,8.1.0,100,20,861268044699735
mnn,master,3ea9dd1,caffe_mobilenetv1,android-armv7,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,big_cores,ARM,2,41.692,49.728,37.430,1.904,100,8.1.0,100,20,861268044699735
mnn,master,3ea9dd1,caffe_mobilenetv1,android-armv7,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,big_cores,ARM,4,22.194,29.045,22.002,0.690,100,8.1.0,100,20,861268044699735
mnn,master,3ea9dd1,caffe_mobilenetv1,android-armv7,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,big_cores,GPU_OPENCL,1,11.120,12.626,9.503,0.295,100,8.1.0,1000,20,861268044699735
mnn,master,3ea9dd1,caffe_mobilenetv1,android-armv7,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,big_cores,GPU_OPENGL,1,22.451,23.994,21.751,0.199,100,8.1.0,1000,20,861268044699735
mnn,master,3ea9dd1,caffe_mobilenetv1,android-armv7,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,big_cores,GPU_VULKAN,1,14.814,24.350,14.029,0.533,100,8.1.0,1000,20,861268044699735
mnn,master,3ea9dd1,caffe_mobilenetv2,android-armv7,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,big_cores,ARM,1,70.421,74.658,69.514,1.145,100,8.1.0,100,20,861268044699735
mnn,master,3ea9dd1,caffe_mobilenetv2,android-armv7,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,big_cores,ARM,2,39.094,39.301,38.902,0.061,100,8.1.0,100,20,861268044699735
mnn,master,3ea9dd1,caffe_mobilenetv2,android-armv7,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,big_cores,ARM,4,39.965,49.471,39.676,1.059,100,8.1.0,100,20,861268044699735
mnn,master,3ea9dd1,caffe_mobilenetv2,android-armv7,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,big_cores,GPU_OPENCL,1,10.403,21.125,9.610,0.426,100,8.1.0,1000,20,861268044699735
mnn,master,3ea9dd1,caffe_mobilenetv2,android-armv7,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,big_cores,GPU_OPENGL,1,32.393,34.911,31.396,0.235,100,8.1.0,1000,20,861268044699735
mnn,master,3ea9dd1,caffe_mobilenetv2,android-armv7,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,big_cores,GPU_VULKAN,1,16.659,21.394,15.480,0.544,100,8.1.0,1000,20,861268044699735
mnn,master,3ea9dd1,tf_mobilenetv1,android-armv7,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,big_cores,ARM,1,87.602,88.342,87.334,0.137,100,8.1.0,100,20,861268044699735
mnn,master,3ea9dd1,tf_mobilenetv1,android-armv7,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,big_cores,ARM,2,46.519,46.669,46.379,0.065,100,8.1.0,100,20,861268044699735
mnn,master,3ea9dd1,tf_mobilenetv1,android-armv7,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,big_cores,ARM,4,24.173,24.330,24.027,0.067,100,8.1.0,100,20,861268044699735
mnn,master,3ea9dd1,tf_mobilenetv1,android-armv7,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,big_cores,GPU_OPENCL,1,11.231,18.152,9.783,0.394,100,8.1.0,1000,20,861268044699735
mnn,master,3ea9dd1,tf_mobilenetv1,android-armv7,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,big_cores,GPU_OPENGL,1,22.095,23.051,21.177,0.183,100,8.1.0,1000,20,861268044699735
mnn,master,3ea9dd1,tf_mobilenetv1,android-armv7,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,big_cores,GPU_VULKAN,1,15.011,19.715,14.076,0.323,100,8.1.0,1000,20,861268044699735
mnn,master,3ea9dd1,tf_mobilenetv2,android-armv7,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,big_cores,ARM,1,55.319,55.756,55.029,0.140,100,8.1.0,100,20,861268044699735
mnn,master,3ea9dd1,tf_mobilenetv2,android-armv7,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,big_cores,ARM,2,28.736,35.085,28.518,0.641,100,8.1.0,100,20,861268044699735
mnn,master,3ea9dd1,tf_mobilenetv2,android-armv7,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,big_cores,ARM,4,29.502,29.706,29.316,0.064,100,8.1.0,100,20,861268044699735
mnn,master,3ea9dd1,tf_mobilenetv2,android-armv7,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,big_cores,GPU_OPENCL,1,8.628,16.078,8.068,0.390,100,8.1.0,1000,20,861268044699735
mnn,master,3ea9dd1,tf_mobilenetv2,android-armv7,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,big_cores,GPU_OPENGL,1,25.082,27.413,24.001,0.265,100,8.1.0,1000,20,861268044699735
mnn,master,3ea9dd1,tf_mobilenetv2,android-armv7,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,big_cores,GPU_VULKAN,1,17.000,24.086,14.720,0.727,100,8.1.0,1000,20,861268044699735
mnn,master,3ea9dd1,caffe_mobilenetv1,android-armv8,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,big_cores,ARM,1,83.862,84.274,83.443,0.170,100,8.1.0,100,20,861268044699735
mnn,master,3ea9dd1,caffe_mobilenetv1,android-armv8,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,big_cores,ARM,2,44.625,45.100,44.285,0.241,100,8.1.0,100,20,861268044699735
mnn,master,3ea9dd1,caffe_mobilenetv1,android-armv8,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,big_cores,ARM,4,23.136,23.307,23.025,0.060,100,8.1.0,100,20,861268044699735
mnn,master,3ea9dd1,caffe_mobilenetv1,android-armv8,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,big_cores,GPU_OPENCL,1,10.967,15.207,9.258,0.582,100,8.1.0,1000,20,861268044699735
mnn,master,3ea9dd1,caffe_mobilenetv1,android-armv8,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,big_cores,GPU_OPENGL,1,22.516,36.455,21.383,0.582,100,8.1.0,1000,20,861268044699735
mnn,master,3ea9dd1,caffe_mobilenetv1,android-armv8,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,big_cores,GPU_VULKAN,1,15.084,24.076,14.050,0.748,100,8.1.0,1000,20,861268044699735
mnn,master,3ea9dd1,caffe_mobilenetv2,android-armv8,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,big_cores,ARM,1,73.289,73.843,72.623,0.240,100,8.1.0,100,20,861268044699735
mnn,master,3ea9dd1,caffe_mobilenetv2,android-armv8,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,big_cores,ARM,2,37.368,37.517,37.099,0.085,100,8.1.0,100,20,861268044699735
mnn,master,3ea9dd1,caffe_mobilenetv2,android-armv8,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,big_cores,ARM,4,37.755,38.727,37.233,0.157,100,8.1.0,100,20,861268044699735
mnn,master,3ea9dd1,caffe_mobilenetv2,android-armv8,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,big_cores,GPU_OPENCL,1,10.550,15.831,10.029,0.368,100,8.1.0,1000,20,861268044699735
mnn,master,3ea9dd1,caffe_mobilenetv2,android-armv8,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,big_cores,GPU_OPENGL,1,32.793,41.849,31.591,0.684,100,8.1.0,1000,20,861268044699735
mnn,master,3ea9dd1,caffe_mobilenetv2,android-armv8,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,big_cores,GPU_VULKAN,1,17.412,24.107,15.591,1.591,100,8.1.0,1000,20,861268044699735
mnn,master,3ea9dd1,tf_mobilenetv1,android-armv8,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,big_cores,ARM,1,84.070,85.282,83.560,0.300,100,8.1.0,100,20,861268044699735
mnn,master,3ea9dd1,tf_mobilenetv1,android-armv8,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,big_cores,ARM,2,44.568,44.908,44.290,0.130,100,8.1.0,100,20,861268044699735
mnn,master,3ea9dd1,tf_mobilenetv1,android-armv8,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,big_cores,ARM,4,45.813,49.723,45.337,0.663,100,8.1.0,100,20,861268044699735
mnn,master,3ea9dd1,tf_mobilenetv1,android-armv8,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,big_cores,GPU_OPENCL,1,11.181,15.160,9.420,0.422,100,8.1.0,1000,20,861268044699735
mnn,master,3ea9dd1,tf_mobilenetv1,android-armv8,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,big_cores,GPU_OPENGL,1,22.417,28.003,21.258,0.531,100,8.1.0,1000,20,861268044699735
mnn,master,3ea9dd1,tf_mobilenetv1,android-armv8,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,big_cores,GPU_VULKAN,1,15.234,22.972,14.248,0.711,100,8.1.0,1000,20,861268044699735
mnn,master,3ea9dd1,tf_mobilenetv2,android-armv8,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,big_cores,ARM,1,52.915,53.531,52.436,0.206,100,8.1.0,100,20,861268044699735
mnn,master,3ea9dd1,tf_mobilenetv2,android-armv8,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,big_cores,ARM,2,27.412,27.538,27.260,0.061,100,8.1.0,100,20,861268044699735
mnn,master,3ea9dd1,tf_mobilenetv2,android-armv8,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,big_cores,ARM,4,28.494,30.386,27.856,0.387,100,8.1.0,100,20,861268044699735
mnn,master,3ea9dd1,tf_mobilenetv2,android-armv8,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,big_cores,GPU_OPENCL,1,8.721,12.204,8.078,0.384,100,8.1.0,1000,20,861268044699735
mnn,master,3ea9dd1,tf_mobilenetv2,android-armv8,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,big_cores,GPU_OPENGL,1,25.655,34.242,24.061,0.950,100,8.1.0,1000,20,861268044699735
mnn,master,3ea9dd1,tf_mobilenetv2,android-armv8,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,big_cores,GPU_VULKAN,1,17.394,24.289,14.665,1.308,100,8.1.0,1000,20,861268044699735
mnn,master,3ea9dd1,caffe_mobilenetv1,android-armv7,kirin990,kirin990,2xA76@2.86+2xA76@2.36+4xA55@1.95,Mali-G76 MP16,1xLite+1xTiny,TAS-AL00,big_cores,ARM,1,43.577,43.858,43.325,0.134,100,10,100,20,A00000B1CCA9FC
mnn,master,3ea9dd1,caffe_mobilenetv1,android-armv7,kirin990,kirin990,2xA76@2.86+2xA76@2.36+4xA55@1.95,Mali-G76 MP16,1xLite+1xTiny,TAS-AL00,big_cores,ARM,2,22.547,24.806,22.230,0.314,100,10,100,20,A00000B1CCA9FC
mnn,master,3ea9dd1,caffe_mobilenetv1,android-armv7,kirin990,kirin990,2xA76@2.86+2xA76@2.36+4xA55@1.95,Mali-G76 MP16,1xLite+1xTiny,TAS-AL00,big_cores,ARM,4,59.359,60.530,57.171,0.549,100,10,100,20,A00000B1CCA9FC
mnn,master,3ea9dd1,caffe_mobilenetv1,android-armv7,kirin990,kirin990,2xA76@2.86+2xA76@2.36+4xA55@1.95,Mali-G76 MP16,1xLite+1xTiny,TAS-AL00,big_cores,GPU_OPENCL,1,8.750,12.542,8.003,0.441,100,10,1000,20,A00000B1CCA9FC
mnn,master,3ea9dd1,caffe_mobilenetv1,android-armv7,kirin990,kirin990,2xA76@2.86+2xA76@2.36+4xA55@1.95,Mali-G76 MP16,1xLite+1xTiny,TAS-AL00,big_cores,GPU_OPENGL,1,23.285,29.667,18.516,0.751,100,10,1000,20,A00000B1CCA9FC
mnn,master,3ea9dd1,caffe_mobilenetv1,android-armv7,kirin990,kirin990,2xA76@2.86+2xA76@2.36+4xA55@1.95,Mali-G76 MP16,1xLite+1xTiny,TAS-AL00,big_cores,GPU_VULKAN,1,44.177,64.815,43.924,0.691,100,10,1000,20,A00000B1CCA9FC
mnn,master,3ea9dd1,caffe_mobilenetv2,android-armv7,kirin990,kirin990,2xA76@2.86+2xA76@2.36+4xA55@1.95,Mali-G76 MP16,1xLite+1xTiny,TAS-AL00,big_cores,ARM,1,38.902,39.375,38.641,0.122,100,10,100,20,A00000B1CCA9FC
