framework,branch,commit_id,model_name,platform,soc_code,soc_name,cpu,gpu,npu,product,power_mode,backend,cpu_thread_num,avg,max,min,std_dev,battery_level,system_version,repeats,warmup,imei
tflite,(HEAD detached at de8ecf4592),de8ecf4592,tf_mobilenetv2,android-armv7,kona,SD865,Kryo585:1xA77@2.84+3xA77@2.42+4XA55@1.8,Adreno-650,Hexagon-698,V1981A,no_bind,DSP_HEXAGON,1,29.3583,30.036,29.16,0.098,100,10,1000,20,A00000D3EB320E
tflite,(HEAD detached at de8ecf4592),de8ecf4592,squeezenet,android-armv8,kona,SD865,Kryo585:1xA77@2.84+3xA77@2.42+4XA55@1.8,Adreno-650,Hexagon-698,V1981A,no_bind,ARM,1,47.0805,47.343,46.885,0.084,100,10,100,20,A00000D3EB320E
tflite,(HEAD detached at de8ecf4592),de8ecf4592,squeezenet,android-armv8,kona,SD865,Kryo585:1xA77@2.84+3xA77@2.42+4XA55@1.8,Adreno-650,Hexagon-698,V1981A,no_bind,ARM,2,28.3339,28.668,28.211,0.092,100,10,100,20,A00000D3EB320E
tflite,(HEAD detached at de8ecf4592),de8ecf4592,squeezenet,android-armv8,kona,SD865,Kryo585:1xA77@2.84+3xA77@2.42+4XA55@1.8,Adreno-650,Hexagon-698,V1981A,no_bind,ARM,4,17.5041,17.947,17.349,0.102,100,10,100,20,A00000D3EB320E
tflite,(HEAD detached at de8ecf4592),de8ecf4592,squeezenet,android-armv8,kona,SD865,Kryo585:1xA77@2.84+3xA77@2.42+4XA55@1.8,Adreno-650,Hexagon-698,V1981A,no_bind,ARM_XNNPACK,1,42.6643,42.815,42.562,0.038,100,10,100,20,A00000D3EB320E
tflite,(HEAD detached at de8ecf4592),de8ecf4592,squeezenet,android-armv8,kona,SD865,Kryo585:1xA77@2.84+3xA77@2.42+4XA55@1.8,Adreno-650,Hexagon-698,V1981A,no_bind,ARM_XNNPACK,2,24.4476,25.106,24.04,0.233,100,10,100,20,A00000D3EB320E
tflite,(HEAD detached at de8ecf4592),de8ecf4592,squeezenet,android-armv8,kona,SD865,Kryo585:1xA77@2.84+3xA77@2.42+4XA55@1.8,Adreno-650,Hexagon-698,V1981A,no_bind,ARM_XNNPACK,4,14.6943,14.944,14.517,0.09,100,10,100,20,A00000D3EB320E
tflite,(HEAD detached at de8ecf4592),de8ecf4592,squeezenet,android-armv8,kona,SD865,Kryo585:1xA77@2.84+3xA77@2.42+4XA55@1.8,Adreno-650,Hexagon-698,V1981A,no_bind,GPU_CL_GL,1,48.5017,54.235,46.723,2.674,100,10,1000,20,A00000D3EB320E
tflite,(HEAD detached at de8ecf4592),de8ecf4592,squeezenet,android-armv8,kona,SD865,Kryo585:1xA77@2.84+3xA77@2.42+4XA55@1.8,Adreno-650,Hexagon-698,V1981A,no_bind,DSP_HEXAGON,1,0.0,0.0,0.0,0.0,100,10,1000,20,A00000D3EB320E
tflite,(HEAD detached at de8ecf4592),de8ecf4592,tf_mobilenetv1,android-armv8,kona,SD865,Kryo585:1xA77@2.84+3xA77@2.42+4XA55@1.8,Adreno-650,Hexagon-698,V1981A,no_bind,ARM,1,34.3214,34.62,34.222,0.058,100,10,100,20,A00000D3EB320E
tflite,(HEAD detached at de8ecf4592),de8ecf4592,tf_mobilenetv1,android-armv8,kona,SD865,Kryo585:1xA77@2.84+3xA77@2.42+4XA55@1.8,Adreno-650,Hexagon-698,V1981A,no_bind,ARM,2,19.5047,19.906,19.401,0.082,100,10,100,20,A00000D3EB320E
tflite,(HEAD detached at de8ecf4592),de8ecf4592,tf_mobilenetv1,android-armv8,kona,SD865,Kryo585:1xA77@2.84+3xA77@2.42+4XA55@1.8,Adreno-650,Hexagon-698,V1981A,no_bind,ARM,4,11.0157,11.423,10.878,0.088,100,10,100,20,A00000D3EB320E
tflite,(HEAD detached at de8ecf4592),de8ecf4592,tf_mobilenetv1,android-armv8,kona,SD865,Kryo585:1xA77@2.84+3xA77@2.42+4XA55@1.8,Adreno-650,Hexagon-698,V1981A,no_bind,ARM_XNNPACK,1,31.2482,32.021,30.353,0.582,100,10,100,20,A00000D3EB320E
tflite,(HEAD detached at de8ecf4592),de8ecf4592,tf_mobilenetv1,android-armv8,kona,SD865,Kryo585:1xA77@2.84+3xA77@2.42+4XA55@1.8,Adreno-650,Hexagon-698,V1981A,no_bind,ARM_XNNPACK,2,17.8984,18.251,17.641,0.131,100,10,100,20,A00000D3EB320E
tflite,(HEAD detached at de8ecf4592),de8ecf4592,tf_mobilenetv1,android-armv8,kona,SD865,Kryo585:1xA77@2.84+3xA77@2.42+4XA55@1.8,Adreno-650,Hexagon-698,V1981A,no_bind,ARM_XNNPACK,4,11.9825,12.894,11.775,0.125,100,10,100,20,A00000D3EB320E
tflite,(HEAD detached at de8ecf4592),de8ecf4592,tf_mobilenetv1,android-armv8,kona,SD865,Kryo585:1xA77@2.84+3xA77@2.42+4XA55@1.8,Adreno-650,Hexagon-698,V1981A,no_bind,GPU_CL_GL,1,36.1204,40.689,33.891,2.526,100,10,1000,20,A00000D3EB320E
tflite,(HEAD detached at de8ecf4592),de8ecf4592,tf_mobilenetv1,android-armv8,kona,SD865,Kryo585:1xA77@2.84+3xA77@2.42+4XA55@1.8,Adreno-650,Hexagon-698,V1981A,no_bind,DSP_HEXAGON,1,0.0,0.0,0.0,0.0,100,10,1000,20,A00000D3EB320E
tflite,(HEAD detached at de8ecf4592),de8ecf4592,tf_mobilenetv2,android-armv8,kona,SD865,Kryo585:1xA77@2.84+3xA77@2.42+4XA55@1.8,Adreno-650,Hexagon-698,V1981A,no_bind,ARM,1,23.16,23.312,23.095,0.038,100,10,100,20,A00000D3EB320E
tflite,(HEAD detached at de8ecf4592),de8ecf4592,tf_mobilenetv2,android-armv8,kona,SD865,Kryo585:1xA77@2.84+3xA77@2.42+4XA55@1.8,Adreno-650,Hexagon-698,V1981A,no_bind,ARM,2,13.9112,14.411,13.823,0.068,100,10,100,20,A00000D3EB320E
tflite,(HEAD detached at de8ecf4592),de8ecf4592,tf_mobilenetv2,android-armv8,kona,SD865,Kryo585:1xA77@2.84+3xA77@2.42+4XA55@1.8,Adreno-650,Hexagon-698,V1981A,no_bind,ARM,4,8.21823,8.495,8.119,0.076,100,10,100,20,A00000D3EB320E
tflite,(HEAD detached at de8ecf4592),de8ecf4592,tf_mobilenetv2,android-armv8,kona,SD865,Kryo585:1xA77@2.84+3xA77@2.42+4XA55@1.8,Adreno-650,Hexagon-698,V1981A,no_bind,ARM_XNNPACK,1,17.1679,17.245,17.107,0.025,100,10,100,20,A00000D3EB320E
tflite,(HEAD detached at de8ecf4592),de8ecf4592,tf_mobilenetv2,android-armv8,kona,SD865,Kryo585:1xA77@2.84+3xA77@2.42+4XA55@1.8,Adreno-650,Hexagon-698,V1981A,no_bind,ARM_XNNPACK,2,10.02,10.206,9.872,0.053,100,10,100,20,A00000D3EB320E
tflite,(HEAD detached at de8ecf4592),de8ecf4592,tf_mobilenetv2,android-armv8,kona,SD865,Kryo585:1xA77@2.84+3xA77@2.42+4XA55@1.8,Adreno-650,Hexagon-698,V1981A,no_bind,ARM_XNNPACK,4,6.4061,6.75,6.335,0.059,100,10,100,20,A00000D3EB320E
tflite,(HEAD detached at de8ecf4592),de8ecf4592,tf_mobilenetv2,android-armv8,kona,SD865,Kryo585:1xA77@2.84+3xA77@2.42+4XA55@1.8,Adreno-650,Hexagon-698,V1981A,no_bind,GPU_CL_GL,1,24.8712,27.216,23.148,1.382,100,10,1000,20,A00000D3EB320E
tflite,(HEAD detached at de8ecf4592),de8ecf4592,tf_mobilenetv2,android-armv8,kona,SD865,Kryo585:1xA77@2.84+3xA77@2.42+4XA55@1.8,Adreno-650,Hexagon-698,V1981A,no_bind,DSP_HEXAGON,1,0.0,0.0,0.0,0.0,100,10,1000,20,A00000D3EB320E
tflite,(HEAD detached at de8ecf4592),de8ecf4592,squeezenet,android-armv7,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,no_bind,ARM,1,136.002,143.901,117.238,9.422,100,8.1.0,100,20,861268044699735
tflite,(HEAD detached at de8ecf4592),de8ecf4592,squeezenet,android-armv7,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,no_bind,ARM,2,130.259,147.938,75.49,25.237,100,8.1.0,100,20,861268044699735
tflite,(HEAD detached at de8ecf4592),de8ecf4592,squeezenet,android-armv7,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,no_bind,ARM,4,90.567,92.198,89.759,0.461,100,8.1.0,100,20,861268044699735
tflite,(HEAD detached at de8ecf4592),de8ecf4592,squeezenet,android-armv7,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,no_bind,ARM_XNNPACK,1,124.949,126.04,124.025,0.351,100,8.1.0,100,20,861268044699735
tflite,(HEAD detached at de8ecf4592),de8ecf4592,squeezenet,android-armv7,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,no_bind,ARM_XNNPACK,2,65.6499,66.86,64.66,0.5,100,8.1.0,100,20,861268044699735
tflite,(HEAD detached at de8ecf4592),de8ecf4592,squeezenet,android-armv7,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,no_bind,ARM_XNNPACK,4,66.9431,67.927,66.136,0.309,100,8.1.0,100,20,861268044699735
tflite,(HEAD detached at de8ecf4592),de8ecf4592,squeezenet,android-armv7,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,no_bind,GPU_CL_GL,1,156.078,159.068,152.912,1.549,100,8.1.0,1000,20,861268044699735
tflite,(HEAD detached at de8ecf4592),de8ecf4592,squeezenet,android-armv7,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,no_bind,DSP_HEXAGON,1,153.475,158.478,151.133,1.256,100,8.1.0,1000,20,861268044699735
tflite,(HEAD detached at de8ecf4592),de8ecf4592,tf_mobilenetv1,android-armv7,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,no_bind,ARM,1,117.756,120.944,114.537,1.783,100,8.1.0,100,20,861268044699735
tflite,(HEAD detached at de8ecf4592),de8ecf4592,tf_mobilenetv1,android-armv7,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,no_bind,ARM,2,57.5518,57.975,57.195,0.158,100,8.1.0,100,20,861268044699735
tflite,(HEAD detached at de8ecf4592),de8ecf4592,tf_mobilenetv1,android-armv7,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,no_bind,ARM,4,51.3221,59.563,29.846,7.647,100,8.1.0,100,20,861268044699735
tflite,(HEAD detached at de8ecf4592),de8ecf4592,tf_mobilenetv1,android-armv7,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,no_bind,ARM_XNNPACK,1,102.623,107.277,101.546,0.967,100,8.1.0,100,20,861268044699735
tflite,(HEAD detached at de8ecf4592),de8ecf4592,tf_mobilenetv1,android-armv7,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,no_bind,ARM_XNNPACK,2,55.1124,59.206,50.354,1.992,100,8.1.0,100,20,861268044699735
tflite,(HEAD detached at de8ecf4592),de8ecf4592,tf_mobilenetv1,android-armv7,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,no_bind,ARM_XNNPACK,4,32.4178,33.05,31.939,0.219,100,8.1.0,100,20,861268044699735
tflite,(HEAD detached at de8ecf4592),de8ecf4592,tf_mobilenetv1,android-armv7,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,no_bind,GPU_CL_GL,1,119.612,145.09,114.578,5.015,100,8.1.0,1000,20,861268044699735
tflite,(HEAD detached at de8ecf4592),de8ecf4592,tf_mobilenetv1,android-armv7,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,no_bind,DSP_HEXAGON,1,121.401,124.802,116.62,1.092,100,8.1.0,1000,20,861268044699735
tflite,(HEAD detached at de8ecf4592),de8ecf4592,tf_mobilenetv2,android-armv7,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,no_bind,ARM,1,76.781,77.351,76.046,0.227,100,8.1.0,100,20,861268044699735
tflite,(HEAD detached at de8ecf4592),de8ecf4592,tf_mobilenetv2,android-armv7,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,no_bind,ARM,2,39.9518,46.672,39.496,0.711,100,8.1.0,100,20,861268044699735
tflite,(HEAD detached at de8ecf4592),de8ecf4592,tf_mobilenetv2,android-armv7,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,no_bind,ARM,4,42.4482,62.805,38.805,4.251,100,8.1.0,100,20,861268044699735
tflite,(HEAD detached at de8ecf4592),de8ecf4592,tf_mobilenetv2,android-armv7,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,no_bind,ARM_XNNPACK,1,60.4606,60.711,60.254,0.095,100,8.1.0,100,20,861268044699735
tflite,(HEAD detached at de8ecf4592),de8ecf4592,tf_mobilenetv2,android-armv7,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,no_bind,ARM_XNNPACK,2,32.894,33.406,32.38,0.272,100,8.1.0,100,20,861268044699735
tflite,(HEAD detached at de8ecf4592),de8ecf4592,tf_mobilenetv2,android-armv7,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,no_bind,ARM_XNNPACK,4,19.4555,20.082,19.295,0.137,100,8.1.0,100,20,861268044699735
tflite,(HEAD detached at de8ecf4592),de8ecf4592,tf_mobilenetv2,android-armv7,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,no_bind,GPU_CL_GL,1,79.6108,87.669,76.108,4.17,100,8.1.0,1000,20,861268044699735
tflite,(HEAD detached at de8ecf4592),de8ecf4592,tf_mobilenetv2,android-armv7,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,no_bind,DSP_HEXAGON,1,78.8434,86.599,76.029,3.599,100,8.1.0,1000,20,861268044699735
tflite,(HEAD detached at de8ecf4592),de8ecf4592,squeezenet,android-armv8,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,no_bind,ARM,1,137.217,148.465,131.701,6.757,100,8.1.0,100,20,861268044699735
tflite,(HEAD detached at de8ecf4592),de8ecf4592,squeezenet,android-armv8,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,no_bind,ARM,2,142.02,143.534,141.343,0.509,100,8.1.0,100,20,861268044699735
tflite,(HEAD detached at de8ecf4592),de8ecf4592,squeezenet,android-armv8,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,no_bind,ARM,4,63.8654,85.946,54.828,6.396,100,8.1.0,100,20,861268044699735
tflite,(HEAD detached at de8ecf4592),de8ecf4592,squeezenet,android-armv8,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,no_bind,ARM_XNNPACK,1,147.216,156.316,134.965,4.691,100,8.1.0,100,20,861268044699735
tflite,(HEAD detached at de8ecf4592),de8ecf4592,squeezenet,android-armv8,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,no_bind,ARM_XNNPACK,2,69.001,73.781,62.744,3.592,100,8.1.0,100,20,861268044699735
tflite,(HEAD detached at de8ecf4592),de8ecf4592,squeezenet,android-armv8,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,no_bind,ARM_XNNPACK,4,41.3381,42.482,41.078,0.191,100,8.1.0,100,20,861268044699735
tflite,(HEAD detached at de8ecf4592),de8ecf4592,squeezenet,android-armv8,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,no_bind,GPU_CL_GL,1,147.62,149.463,137.727,0.995,100,8.1.0,1000,20,861268044699735
tflite,(HEAD detached at de8ecf4592),de8ecf4592,squeezenet,android-armv8,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,no_bind,DSP_HEXAGON,1,0.0,0.0,0.0,0.0,100,8.1.0,1000,20,861268044699735
tflite,(HEAD detached at de8ecf4592),de8ecf4592,tf_mobilenetv1,android-armv8,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,no_bind,ARM,1,101.49,109.068,96.452,5.609,100,8.1.0,100,20,861268044699735
tflite,(HEAD detached at de8ecf4592),de8ecf4592,tf_mobilenetv1,android-armv8,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,no_bind,ARM,2,56.1733,58.961,55.786,0.334,100,8.1.0,100,20,861268044699735
tflite,(HEAD detached at de8ecf4592),de8ecf4592,tf_mobilenetv1,android-armv8,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,no_bind,ARM,4,38.0274,40.477,37.232,0.706,100,8.1.0,100,20,861268044699735
tflite,(HEAD detached at de8ecf4592),de8ecf4592,tf_mobilenetv1,android-armv8,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,no_bind,ARM_XNNPACK,1,93.2219,98.245,92.646,0.818,100,8.1.0,100,20,861268044699735
tflite,(HEAD detached at de8ecf4592),de8ecf4592,tf_mobilenetv1,android-armv8,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,no_bind,ARM_XNNPACK,2,47.4861,47.821,47.235,0.117,100,8.1.0,100,20,861268044699735
tflite,(HEAD detached at de8ecf4592),de8ecf4592,tf_mobilenetv1,android-armv8,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,no_bind,ARM_XNNPACK,4,27.8594,28.151,27.597,0.095,100,8.1.0,100,20,861268044699735
tflite,(HEAD detached at de8ecf4592),de8ecf4592,tf_mobilenetv1,android-armv8,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,no_bind,GPU_CL_GL,1,108.627,109.321,100.893,1.03,100,8.1.0,1000,20,861268044699735
tflite,(HEAD detached at de8ecf4592),de8ecf4592,tf_mobilenetv1,android-armv8,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,no_bind,DSP_HEXAGON,1,0.0,0.0,0.0,0.0,100,8.1.0,1000,20,861268044699735
tflite,(HEAD detached at de8ecf4592),de8ecf4592,tf_mobilenetv2,android-armv8,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,no_bind,ARM,1,71.7276,76.781,68.006,3.794,100,8.1.0,100,20,861268044699735
tflite,(HEAD detached at de8ecf4592),de8ecf4592,tf_mobilenetv2,android-armv8,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,no_bind,ARM,2,40.276,40.715,40.019,0.141,100,8.1.0,100,20,861268044699735
tflite,(HEAD detached at de8ecf4592),de8ecf4592,tf_mobilenetv2,android-armv8,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,no_bind,ARM,4,30.0108,32.882,29.548,0.562,100,8.1.0,100,20,861268044699735
tflite,(HEAD detached at de8ecf4592),de8ecf4592,tf_mobilenetv2,android-armv8,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,no_bind,ARM_XNNPACK,1,57.9826,58.551,57.402,0.297,100,8.1.0,100,20,861268044699735
tflite,(HEAD detached at de8ecf4592),de8ecf4592,tf_mobilenetv2,android-armv8,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,no_bind,ARM_XNNPACK,2,29.4759,29.788,29.157,0.148,100,8.1.0,100,20,861268044699735
tflite,(HEAD detached at de8ecf4592),de8ecf4592,tf_mobilenetv2,android-armv8,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,no_bind,ARM_XNNPACK,4,17.8935,18.2,17.584,0.167,100,8.1.0,100,20,861268044699735
