framework,branch,commit_id,model_name,platform,soc_code,soc_name,cpu,gpu,npu/apu/xpu/dsp,product,power_mode,backend,cpu_thread_num,avg,max,min,std_dev,battery_level,system_version,repeats,warmup,imei
mnn,master,d7fb0ed,caffe_mobilenetv1,android-armv8,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,big_cores,GPU_VULKAN,1,14.826,21.31,14.397,0.31,100,8.1.0,1000,20,8.61268E+14
mnn,master,d7fb0ed,caffe_mobilenetv2,android-armv8,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,big_cores,ARM,1,73.331,73.742,72.952,0.21,100,8.1.0,100,20,8.61268E+14
mnn,master,d7fb0ed,caffe_mobilenetv2,android-armv8,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,big_cores,ARM,2,58.508,74.515,33.948,19.064,100,8.1.0,100,20,8.61268E+14
mnn,master,d7fb0ed,caffe_mobilenetv2,android-armv8,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,big_cores,ARM,4,19.599,19.779,18.981,0.171,100,8.1.0,100,20,8.61268E+14
mnn,master,d7fb0ed,caffe_mobilenetv2,android-armv8,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,big_cores,GPU_OPENCL,1,11.212,15.015,10.29,0.248,100,8.1.0,1000,20,8.61268E+14
mnn,master,d7fb0ed,caffe_mobilenetv2,android-armv8,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,big_cores,GPU_OPENGL,1,32.424,34.27,31.91,0.177,100,8.1.0,1000,20,8.61268E+14
mnn,master,d7fb0ed,caffe_mobilenetv2,android-armv8,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,big_cores,GPU_VULKAN,1,16.546,19.613,15.949,0.426,100,8.1.0,1000,20,8.61268E+14
mnn,master,d7fb0ed,tf_mobilenetv1,android-armv8,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,big_cores,ARM,1,83.884,84.425,83.393,0.186,100,8.1.0,100,20,8.61268E+14
mnn,master,d7fb0ed,tf_mobilenetv1,android-armv8,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,big_cores,ARM,2,44.705,45.168,44.328,0.207,100,8.1.0,100,20,8.61268E+14
mnn,master,d7fb0ed,tf_mobilenetv1,android-armv8,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,big_cores,ARM,4,45.458,45.664,45.234,0.082,100,8.1.0,100,20,8.61268E+14
mnn,master,d7fb0ed,tf_mobilenetv1,android-armv8,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,big_cores,GPU_OPENCL,1,11.929,17.735,11.311,0.347,100,8.1.0,1000,20,8.61268E+14
mnn,master,d7fb0ed,tf_mobilenetv1,android-armv8,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,big_cores,GPU_OPENGL,1,22.202,23.019,21.831,0.174,100,8.1.0,1000,20,8.61268E+14
mnn,master,d7fb0ed,tf_mobilenetv1,android-armv8,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,big_cores,GPU_VULKAN,1,15.003,17.224,14.502,0.218,100,8.1.0,1000,20,8.61268E+14
mnn,master,d7fb0ed,tf_mobilenetv2,android-armv8,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,big_cores,ARM,1,53.029,53.33,52.705,0.126,100,8.1.0,100,20,8.61268E+14
mnn,master,d7fb0ed,tf_mobilenetv2,android-armv8,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,big_cores,ARM,2,27.346,27.497,27.207,0.063,100,8.1.0,100,20,8.61268E+14
mnn,master,d7fb0ed,tf_mobilenetv2,android-armv8,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,big_cores,ARM,4,28.203,28.559,28.039,0.082,100,8.1.0,100,20,8.61268E+14
mnn,master,d7fb0ed,tf_mobilenetv2,android-armv8,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,big_cores,GPU_OPENCL,1,9.242,11.643,8.852,0.288,100,8.1.0,1000,20,8.61268E+14
mnn,master,d7fb0ed,tf_mobilenetv2,android-armv8,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,big_cores,GPU_OPENGL,1,24.999,25.861,24.55,0.156,100,8.1.0,1000,20,8.61268E+14
mnn,master,d7fb0ed,tf_mobilenetv2,android-armv8,sdm845,SD845,Kyro385:8x@2.8,Adreno-630@710,Hexagon-685,MI 8,big_cores,GPU_VULKAN,1,16.895,22.038,15.102,0.6,100,8.1.0,1000,20,8.61268E+14
mnn,master,d7fb0ed,caffe_mobilenetv1,android-armv7,msmnile,SD855,Kyro485:1xA76@2.84+3xA76@2.42+4xA55@1.8,Adreno-640@585,Hexagon-690,MI 9,big_cores,ARM,1,32.36,32.632,32.16,0.102,100,10,100,20,8.65883E+14
mnn,master,d7fb0ed,caffe_mobilenetv1,android-armv7,msmnile,SD855,Kyro485:1xA76@2.84+3xA76@2.42+4xA55@1.8,Adreno-640@585,Hexagon-690,MI 9,big_cores,ARM,2,19.094,19.167,18.975,0.037,100,10,100,20,8.65883E+14
mnn,master,d7fb0ed,caffe_mobilenetv1,android-armv7,msmnile,SD855,Kyro485:1xA76@2.84+3xA76@2.42+4xA55@1.8,Adreno-640@585,Hexagon-690,MI 9,big_cores,ARM,4,12.025,13.033,11.214,0.412,100,10,100,20,8.65883E+14
mnn,master,d7fb0ed,caffe_mobilenetv1,android-armv7,msmnile,SD855,Kyro485:1xA76@2.84+3xA76@2.42+4xA55@1.8,Adreno-640@585,Hexagon-690,MI 9,big_cores,GPU_OPENCL,1,8.219,9.713,7.541,0.278,100,10,1000,20,8.65883E+14
mnn,master,d7fb0ed,caffe_mobilenetv1,android-armv7,msmnile,SD855,Kyro485:1xA76@2.84+3xA76@2.42+4xA55@1.8,Adreno-640@585,Hexagon-690,MI 9,big_cores,GPU_OPENGL,1,12.914,13.797,12.175,0.33,100,10,1000,20,8.65883E+14
mnn,master,d7fb0ed,caffe_mobilenetv1,android-armv7,msmnile,SD855,Kyro485:1xA76@2.84+3xA76@2.42+4xA55@1.8,Adreno-640@585,Hexagon-690,MI 9,big_cores,GPU_VULKAN,1,11.867,13.565,10.708,0.485,100,10,1000,20,8.65883E+14
mnn,master,d7fb0ed,caffe_mobilenetv2,android-armv7,msmnile,SD855,Kyro485:1xA76@2.84+3xA76@2.42+4xA55@1.8,Adreno-640@585,Hexagon-690,MI 9,big_cores,ARM,1,33.494,33.901,33.247,0.124,100,10,100,20,8.65883E+14
mnn,master,d7fb0ed,caffe_mobilenetv2,android-armv7,msmnile,SD855,Kyro485:1xA76@2.84+3xA76@2.42+4xA55@1.8,Adreno-640@585,Hexagon-690,MI 9,big_cores,ARM,2,17.577,17.676,17.45,0.049,100,10,100,20,8.65883E+14
mnn,master,d7fb0ed,caffe_mobilenetv2,android-armv7,msmnile,SD855,Kyro485:1xA76@2.84+3xA76@2.42+4xA55@1.8,Adreno-640@585,Hexagon-690,MI 9,big_cores,ARM,4,10.54,11.533,9.95,0.331,100,10,100,20,8.65883E+14
mnn,master,d7fb0ed,caffe_mobilenetv2,android-armv7,msmnile,SD855,Kyro485:1xA76@2.84+3xA76@2.42+4xA55@1.8,Adreno-640@585,Hexagon-690,MI 9,big_cores,GPU_OPENCL,1,8.42,9.26,8.012,0.244,100,10,1000,20,8.65883E+14
mnn,master,d7fb0ed,caffe_mobilenetv2,android-armv7,msmnile,SD855,Kyro485:1xA76@2.84+3xA76@2.42+4xA55@1.8,Adreno-640@585,Hexagon-690,MI 9,big_cores,GPU_OPENGL,1,18.79,20.157,18.12,0.354,100,10,1000,20,8.65883E+14
mnn,master,d7fb0ed,caffe_mobilenetv2,android-armv7,msmnile,SD855,Kyro485:1xA76@2.84+3xA76@2.42+4xA55@1.8,Adreno-640@585,Hexagon-690,MI 9,big_cores,GPU_VULKAN,1,13.267,14.683,12.119,0.475,100,10,1000,20,8.65883E+14
mnn,master,d7fb0ed,tf_mobilenetv1,android-armv7,msmnile,SD855,Kyro485:1xA76@2.84+3xA76@2.42+4xA55@1.8,Adreno-640@585,Hexagon-690,MI 9,big_cores,ARM,1,40.009,40.289,39.798,0.1,100,10,100,20,8.65883E+14
mnn,master,d7fb0ed,tf_mobilenetv1,android-armv7,msmnile,SD855,Kyro485:1xA76@2.84+3xA76@2.42+4xA55@1.8,Adreno-640@585,Hexagon-690,MI 9,big_cores,ARM,2,19.739,20.149,19.582,0.136,100,10,100,20,8.65883E+14
mnn,master,d7fb0ed,tf_mobilenetv1,android-armv7,msmnile,SD855,Kyro485:1xA76@2.84+3xA76@2.42+4xA55@1.8,Adreno-640@585,Hexagon-690,MI 9,big_cores,ARM,4,12.559,13.46,11.91,0.306,100,10,100,20,8.65883E+14
mnn,master,d7fb0ed,tf_mobilenetv1,android-armv7,msmnile,SD855,Kyro485:1xA76@2.84+3xA76@2.42+4xA55@1.8,Adreno-640@585,Hexagon-690,MI 9,big_cores,GPU_OPENCL,1,8.078,8.81,7.486,0.241,100,10,1000,20,8.65883E+14
mnn,master,d7fb0ed,tf_mobilenetv1,android-armv7,msmnile,SD855,Kyro485:1xA76@2.84+3xA76@2.42+4xA55@1.8,Adreno-640@585,Hexagon-690,MI 9,big_cores,GPU_OPENGL,1,12.757,14.131,11.973,0.38,100,10,1000,20,8.65883E+14
mnn,master,d7fb0ed,tf_mobilenetv1,android-armv7,msmnile,SD855,Kyro485:1xA76@2.84+3xA76@2.42+4xA55@1.8,Adreno-640@585,Hexagon-690,MI 9,big_cores,GPU_VULKAN,1,11.843,13.098,10.901,0.471,100,10,1000,20,8.65883E+14
mnn,master,d7fb0ed,tf_mobilenetv2,android-armv7,msmnile,SD855,Kyro485:1xA76@2.84+3xA76@2.42+4xA55@1.8,Adreno-640@585,Hexagon-690,MI 9,big_cores,ARM,1,29.312,29.872,29.018,0.134,100,10,100,20,8.65883E+14
mnn,master,d7fb0ed,tf_mobilenetv2,android-armv7,msmnile,SD855,Kyro485:1xA76@2.84+3xA76@2.42+4xA55@1.8,Adreno-640@585,Hexagon-690,MI 9,big_cores,ARM,2,15.322,15.678,15.198,0.067,100,10,100,20,8.65883E+14
mnn,master,d7fb0ed,tf_mobilenetv2,android-armv7,msmnile,SD855,Kyro485:1xA76@2.84+3xA76@2.42+4xA55@1.8,Adreno-640@585,Hexagon-690,MI 9,big_cores,ARM,4,8.862,9.645,8.758,0.088,100,10,100,20,8.65883E+14
mnn,master,d7fb0ed,tf_mobilenetv2,android-armv7,msmnile,SD855,Kyro485:1xA76@2.84+3xA76@2.42+4xA55@1.8,Adreno-640@585,Hexagon-690,MI 9,big_cores,GPU_OPENCL,1,7.191,9.118,6.744,0.276,100,10,1000,20,8.65883E+14
mnn,master,d7fb0ed,tf_mobilenetv2,android-armv7,msmnile,SD855,Kyro485:1xA76@2.84+3xA76@2.42+4xA55@1.8,Adreno-640@585,Hexagon-690,MI 9,big_cores,GPU_OPENGL,1,14.794,18.784,14.073,0.399,100,10,1000,20,8.65883E+14
mnn,master,d7fb0ed,tf_mobilenetv2,android-armv7,msmnile,SD855,Kyro485:1xA76@2.84+3xA76@2.42+4xA55@1.8,Adreno-640@585,Hexagon-690,MI 9,big_cores,GPU_VULKAN,1,10.909,12.598,9.917,0.471,100,10,1000,20,8.65883E+14
mnn,master,d7fb0ed,caffe_mobilenetv1,android-armv8,msmnile,SD855,Kyro485:1xA76@2.84+3xA76@2.42+4xA55@1.8,Adreno-640@585,Hexagon-690,MI 9,big_cores,ARM,1,43.647,43.899,43.343,0.12,100,10,100,20,8.65883E+14
mnn,master,d7fb0ed,caffe_mobilenetv1,android-armv8,msmnile,SD855,Kyro485:1xA76@2.84+3xA76@2.42+4xA55@1.8,Adreno-640@585,Hexagon-690,MI 9,big_cores,ARM,2,22.432,22.636,22.342,0.06,100,10,100,20,8.65883E+14
mnn,master,d7fb0ed,caffe_mobilenetv1,android-armv8,msmnile,SD855,Kyro485:1xA76@2.84+3xA76@2.42+4xA55@1.8,Adreno-640@585,Hexagon-690,MI 9,big_cores,ARM,4,12.886,14.728,12.771,0.193,100,10,100,20,8.65883E+14
mnn,master,d7fb0ed,caffe_mobilenetv1,android-armv8,msmnile,SD855,Kyro485:1xA76@2.84+3xA76@2.42+4xA55@1.8,Adreno-640@585,Hexagon-690,MI 9,big_cores,GPU_OPENCL,1,8.254,9.021,7.548,0.265,100,10,1000,20,8.65883E+14
mnn,master,d7fb0ed,caffe_mobilenetv1,android-armv8,msmnile,SD855,Kyro485:1xA76@2.84+3xA76@2.42+4xA55@1.8,Adreno-640@585,Hexagon-690,MI 9,big_cores,GPU_OPENGL,1,12.957,14.55,12.238,0.325,100,10,1000,20,8.65883E+14
mnn,master,d7fb0ed,caffe_mobilenetv1,android-armv8,msmnile,SD855,Kyro485:1xA76@2.84+3xA76@2.42+4xA55@1.8,Adreno-640@585,Hexagon-690,MI 9,big_cores,GPU_VULKAN,1,11.906,15.181,10.71,0.5,100,10,1000,20,8.65883E+14
mnn,master,d7fb0ed,caffe_mobilenetv2,android-armv8,msmnile,SD855,Kyro485:1xA76@2.84+3xA76@2.42+4xA55@1.8,Adreno-640@585,Hexagon-690,MI 9,big_cores,ARM,1,37.931,38.422,37.57,0.167,100,10,100,20,8.65883E+14
mnn,master,d7fb0ed,caffe_mobilenetv2,android-armv8,msmnile,SD855,Kyro485:1xA76@2.84+3xA76@2.42+4xA55@1.8,Adreno-640@585,Hexagon-690,MI 9,big_cores,ARM,2,19.479,19.569,19.384,0.034,100,10,100,20,8.65883E+14
mnn,master,d7fb0ed,caffe_mobilenetv2,android-armv8,msmnile,SD855,Kyro485:1xA76@2.84+3xA76@2.42+4xA55@1.8,Adreno-640@585,Hexagon-690,MI 9,big_cores,ARM,4,10.911,11.034,10.851,0.038,100,10,100,20,8.65883E+14
mnn,master,d7fb0ed,caffe_mobilenetv2,android-armv8,msmnile,SD855,Kyro485:1xA76@2.84+3xA76@2.42+4xA55@1.8,Adreno-640@585,Hexagon-690,MI 9,big_cores,GPU_OPENCL,1,8.605,9.526,8.072,0.278,100,10,1000,20,8.65883E+14
mnn,master,d7fb0ed,caffe_mobilenetv2,android-armv8,msmnile,SD855,Kyro485:1xA76@2.84+3xA76@2.42+4xA55@1.8,Adreno-640@585,Hexagon-690,MI 9,big_cores,GPU_OPENGL,1,18.821,21.313,18.128,0.365,100,10,1000,20,8.65883E+14
mnn,master,d7fb0ed,caffe_mobilenetv2,android-armv8,msmnile,SD855,Kyro485:1xA76@2.84+3xA76@2.42+4xA55@1.8,Adreno-640@585,Hexagon-690,MI 9,big_cores,GPU_VULKAN,1,13.217,15.606,12.048,0.504,100,10,1000,20,8.65883E+14
mnn,master,d7fb0ed,tf_mobilenetv1,android-armv8,msmnile,SD855,Kyro485:1xA76@2.84+3xA76@2.42+4xA55@1.8,Adreno-640@585,Hexagon-690,MI 9,big_cores,ARM,1,43.722,44.087,43.35,0.142,100,10,100,20,8.65883E+14
mnn,master,d7fb0ed,tf_mobilenetv1,android-armv8,msmnile,SD855,Kyro485:1xA76@2.84+3xA76@2.42+4xA55@1.8,Adreno-640@585,Hexagon-690,MI 9,big_cores,ARM,2,22.44,22.928,22.353,0.075,100,10,100,20,8.65883E+14
mnn,master,d7fb0ed,tf_mobilenetv1,android-armv8,msmnile,SD855,Kyro485:1xA76@2.84+3xA76@2.42+4xA55@1.8,Adreno-640@585,Hexagon-690,MI 9,big_cores,ARM,4,12.87,13.1,12.677,0.059,100,10,100,20,8.65883E+14
mnn,master,d7fb0ed,tf_mobilenetv1,android-armv8,msmnile,SD855,Kyro485:1xA76@2.84+3xA76@2.42+4xA55@1.8,Adreno-640@585,Hexagon-690,MI 9,big_cores,GPU_OPENCL,1,8.35,9.198,7.68,0.275,100,10,1000,20,8.65883E+14
mnn,master,d7fb0ed,tf_mobilenetv1,android-armv8,msmnile,SD855,Kyro485:1xA76@2.84+3xA76@2.42+4xA55@1.8,Adreno-640@585,Hexagon-690,MI 9,big_cores,GPU_OPENGL,1,12.814,14.684,12.033,0.386,100,10,1000,20,8.65883E+14
mnn,master,d7fb0ed,tf_mobilenetv1,android-armv8,msmnile,SD855,Kyro485:1xA76@2.84+3xA76@2.42+4xA55@1.8,Adreno-640@585,Hexagon-690,MI 9,big_cores,GPU_VULKAN,1,11.877,13.691,10.867,0.484,100,10,1000,20,8.65883E+14
mnn,master,d7fb0ed,tf_mobilenetv2,android-armv8,msmnile,SD855,Kyro485:1xA76@2.84+3xA76@2.42+4xA55@1.8,Adreno-640@585,Hexagon-690,MI 9,big_cores,ARM,1,27.562,27.886,27.287,0.105,100,10,100,20,8.65883E+14
mnn,master,d7fb0ed,tf_mobilenetv2,android-armv8,msmnile,SD855,Kyro485:1xA76@2.84+3xA76@2.42+4xA55@1.8,Adreno-640@585,Hexagon-690,MI 9,big_cores,ARM,2,14.517,14.656,14.424,0.05,100,10,100,20,8.65883E+14
mnn,master,d7fb0ed,tf_mobilenetv2,android-armv8,msmnile,SD855,Kyro485:1xA76@2.84+3xA76@2.42+4xA55@1.8,Adreno-640@585,Hexagon-690,MI 9,big_cores,ARM,4,8.425,10.417,8.301,0.205,100,10,100,20,8.65883E+14
mnn,master,d7fb0ed,tf_mobilenetv2,android-armv8,msmnile,SD855,Kyro485:1xA76@2.84+3xA76@2.42+4xA55@1.8,Adreno-640@585,Hexagon-690,MI 9,big_cores,GPU_OPENCL,1,7.254,8.241,6.736,0.277,100,10,1000,20,8.65883E+14
mnn,master,d7fb0ed,tf_mobilenetv2,android-armv8,msmnile,SD855,Kyro485:1xA76@2.84+3xA76@2.42+4xA55@1.8,Adreno-640@585,Hexagon-690,MI 9,big_cores,GPU_OPENGL,1,14.838,16.13,14.053,0.376,100,10,1000,20,8.65883E+14
mnn,master,d7fb0ed,tf_mobilenetv2,android-armv8,msmnile,SD855,Kyro485:1xA76@2.84+3xA76@2.42+4xA55@1.8,Adreno-640@585,Hexagon-690,MI 9,big_cores,GPU_VULKAN,1,10.916,13.562,9.952,0.469,100,10,1000,20,8.65883E+14
mnn,master,d7fb0ed,caffe_mobilenetv1,android-armv7,msm8998,SD835,Kryo285:4x@2.45+4x@1.9,Adreno-540@670/710,Hexagon-682,NX563J,big_cores,ARM,1,97.022,97.418,96.462,0.11,100,9,100,20,8.6446E+14
mnn,master,d7fb0ed,caffe_mobilenetv1,android-armv7,msm8998,SD835,Kryo285:4x@2.45+4x@1.9,Adreno-540@670/710,Hexagon-682,NX563J,big_cores,ARM,2,59.178,61.048,52.863,3.182,100,9,100,20,8.6446E+14
mnn,master,d7fb0ed,caffe_mobilenetv1,android-armv7,msm8998,SD835,Kryo285:4x@2.45+4x@1.9,Adreno-540@670/710,Hexagon-682,NX563J,big_cores,ARM,4,39.208,43.29,35.121,1.857,100,9,100,20,8.6446E+14
mnn,master,d7fb0ed,caffe_mobilenetv1,android-armv7,msm8998,SD835,Kryo285:4x@2.45+4x@1.9,Adreno-540@670/710,Hexagon-682,NX563J,big_cores,GPU_OPENCL,1,13.85,16.426,12.148,0.629,100,9,1000,20,8.6446E+14
mnn,master,d7fb0ed,caffe_mobilenetv1,android-armv7,msm8998,SD835,Kryo285:4x@2.45+4x@1.9,Adreno-540@670/710,Hexagon-682,NX563J,big_cores,GPU_OPENGL,1,16.574,18.538,15.9,0.2,100,9,1000,20,8.6446E+14
mnn,master,d7fb0ed,caffe_mobilenetv1,android-armv7,msm8998,SD835,Kryo285:4x@2.45+4x@1.9,Adreno-540@670/710,Hexagon-682,NX563J,big_cores,GPU_VULKAN,1,14.596,16.059,14.086,0.205,100,9,1000,20,8.6446E+14
mnn,master,d7fb0ed,caffe_mobilenetv2,android-armv7,msm8998,SD835,Kryo285:4x@2.45+4x@1.9,Adreno-540@670/710,Hexagon-682,NX563J,big_cores,ARM,1,86.118,86.393,85.478,0.119,100,9,100,20,8.6446E+14
